X,Y,Au,Au_2,Ag,Al,As,Ba,Be,Ca,Cd,Ce,Co,Cr,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Sc,Si,Sr,Th,Ti,U,V,Y,Yb,Zn,Zr
679247,4159331,5,0,0.26,74388,9,442,2.2,80052,0.26,58,13,58,39,32100,22001,32,23,10591,648,0.62,12349,47,446,21,226,1.01,10.1,0,269,11.3,3613,3.75,81,18,1.7,76,77
677923,4158344,5,0,0.27,75968,6.9,456,1.3,60742,0.23,52,18,77,27,59673,17028,29,18,8674,696,0.6,19507,36,588,22,164,1.15,9.2,0,455,12.1,6829,6.9,202,14,1.7,98,61
677862,4157777,5,0,0.28,85618,6.7,473,1.4,37327,0.22,52,22,89,30,75988,18560,29,18,8191,833,0.63,23057,39,612,29,122,1.21,9.1,0,531,11.8,7363,3.75,275,14,1.9,128,62
678155,4157718,5,0,0.22,83238,7.4,539,1.3,37935,0.22,48,22,90,30,74996,18512,28,17,8133,792,0.62,23618,38,660,51,170,0.94,9.1,0,533,15.1,7568,8.6,268,14,1.8,122,61
678205,4157587,5,0,0.27,71605,5.4,465,1.3,53577,0.24,57,23,118,31,82538,21114,34,17,8199,824,0.65,19169,36,627,31,156,1.14,9,0,413,15.9,7656,10.9,282,15,2.1,130,63
678338,4157548,5,0,0.31,79886,4.7,453,1.4,49242,0.22,55,16,65,19,61890,22344,34,14,6477,693,0.63,23157,27,482,36,123,1.08,6.7,0,494,17,6544,8.7,201,13,1.7,96,45
678851,4157879,5,0,0.29,85823,4.3,472,1.6,55202,0.22,47,10,38,24,32270,23875,27,16,7175,538,0.57,23638,26,381,19,138,0.98,6.9,0,497,11.7,3563,5.7,89,12,1.3,62,49
678364,4157168,5,0,0.26,78269,8.4,444,1.4,60537,0.24,50,12,56,28,32257,16300,26,22,10224,597,0.63,17965,40,511,17,195,1.12,9.3,0,432,9.5,3870,3.75,90,15,1.5,64,68
678340,4157093,5,0,0.25,85053,6.2,435,1.4,50026,0.2,54,12,55,23,36425,16930,31,19,8219,556,0.6,22054,32,449,18,159,1.21,8,0,511,9.8,4255,3.75,107,13,1.3,64,57
678461,4157027,5,0,0.22,85090,3.7,465,1.4,46734,0.21,45,10,40,18,38470,22242,27,15,6645,523,0.55,23877,23,412,18,116,1.17,6.2,0,525,14,4222,3.75,121,11,1.2,68,42
679067,4157287,5,0,0.25,84331,3.9,480,1.5,49051,0.22,42,12,70,27,38056,19225,24,16,7578,595,0.7,23451,30,443,33,132,1.22,7.1,0,502,11,4026,3.75,110,12,1.3,75,47
678566,4156827,5,0,0.24,77455,5.8,465,1.5,39599,0.22,42,9,35,21,29239,21875,23,17,7669,535,0.64,23150,28,393,17,137,1.06,7,0,490,9.4,3412,3.75,81,11,1.1,60,44
678579,4156684,5,0,0.22,80267,5.4,455,1.5,40741,0.22,46,11,45,30,30119,21237,25,19,8930,590,0.65,19377,33,430,19,238,1.08,8.3,0,411,9.9,3475,3.75,79,13,1.3,66,52
678598,4156195,5,0,0.25,77147,2.1,415,1.1,42389,0.19,50,25,106,19,91021,16553,30,13,7840,930,0.59,23405,37,593,32,169,1.21,8.2,0,545,16.9,9331,7.9,347,11,1.9,147,45
679194,4156006,5,0,0.28,89591,4.9,506,1.4,39919,0.22,50,13,47,31,39873,21475,28,18,9496,674,0.67,23601,34,513,24,136,0.96,9.3,0,540,11.5,4586,3.75,123,14,1.4,78,58
678283,4156051,5,0,0.31,80947,5.6,480,1.5,45305,0.23,52,11,43,28,30445,18444,29,20,9227,675,0.58,19592,33,537,16,314,0.99,8.1,0,437,10.2,3461,3.75,84,14,1.3,64,63
678576,4155538,5,0,0.29,76889,7.1,471,1.4,56342,0.21,41,11,44,29,35975,17818,24,16,8372,698,0.66,19055,25,657,18,422,1.13,7.1,0,443,10,4496,3.75,109,12,1.3,70,51
678615,4155614,5,0,0.33,80581,6.4,541,1.5,61303,0.24,47,9,34,22,28577,26365,26,15,6844,984,0.6,23583,21,528,17,453,1.05,6.9,0,493,11.8,3405,3.75,83,13,1.3,55,55
678548,4155108,5,0,0.22,79566,5.1,479,1.4,60793,0.23,50,12,45,27,33867,21001,28,19,10097,620,0.59,19239,31,543,18,464,1.07,8.3,0,472,10.7,4178,5.3,100,14,1.4,68,62
678671,4154897,5,0,0.33,83856,6.2,486,1.4,40711,0.21,41,15,56,32,52880,18451,23,15,7260,564,0.59,23324,28,486,24,160,1.27,7.4,0,520,11.2,5983,3.75,179,12,1.5,89,51
678769,4154050,5,0,0.31,83068,7.8,609,1.6,43248,0.24,45,7,24,35,22805,24006,25,16,8300,575,0.73,18552,22,450,20,165,1.02,7.5,0,378,12.3,2583,3.75,58,13,1.2,65,60
678861,4153658,5,0,0.34,70668,4.4,486,1.3,43469,0.24,47,13,53,22,51266,22749,28,14,7236,492,0.62,23323,23,668,25,234,1.11,7.4,0,487,13.1,6612,6.5,170,12,1.4,79,39
678736,4153783,5,0,0.27,79075,6.6,480,1.3,44147,0.22,49,16,68,29,47852,19372,26,18,10215,740,0.63,19046,36,663,22,161,1.17,9.7,0,463,9.8,6758,3.75,167,14,1.6,88,62
679010,4153392,5,0,0.29,80737,8,563,1.4,43378,0.21,48,12,49,39,36166,26687,28,16,9483,741,0.7,16417,34,644,29,305,1.2,8.6,0,420,11.8,4320,3.75,109,14,1.4,85,62
678890,4152395,5,0,0.26,79907,5.5,475,1.3,46110,0.22,42,10,36,23,37054,22713,25,14,7063,483,0.59,22972,20,542,18,374,1.06,7.3,0,515,11.3,4589,3.75,115,12,1.3,63,48
679080,4152281,5,0,0.31,79380,6.9,595,1.4,44854,0.23,43,9,28,30,26339,28521,25,14,6777,626,0.72,18841,20,555,25,216,1.06,6.7,0,416,12.1,3255,3.75,79,12,1.2,66,53
679558,4152266,5,0,0.28,65520,13.5,606,1.5,71392,0.24,49,10,37,47,31735,29913,27,15,10701,852,0.81,7287,27,782,34,342,0.98,9,0,191,13,3478,6.4,89,16,1.5,96,65
679341,4152252,5,0,0.34,76250,11.1,633,1.5,50561,0.22,50,12,42,49,34291,28025,27,18,11236,892,0.69,11317,31,684,32,400,1.15,9.3,0,276,12.8,4117,3.75,99,16,1.5,94,69
680508,4153575,5,0,0.25,81472,9.1,513,1.3,36598,0.22,48,17,74,38,61232,21218,28,16,8049,746,0.63,23473,33,677,28,187,1.27,8.3,0,531,10.9,7273,3.75,213,13,1.6,106,49
680736,4152321,5,0,0.19,75751,9.1,551,1.4,41242,0.25,47,13,41,51,31911,22466,24,16,8946,743,1.5,17309,32,597,29,246,0.86,8.2,0,374,9.4,3749,3.75,90,13,1.3,81,48
682028,4162846,5,0,0.24,33305,13.5,369,0.75,13333.33,0.31,35,11,41,42,25278,10297,18,14,7625,7301,0.67,4857,39,908,20,1799,0.82,5.4,0,445,6.9,1788,3.75,44,9,1.1,95,36
681523,4162461,5,0,8.6,61212,9,548,1.9,37357,0.24,86,13,68,22,56785,36431,39,13,6472,1475,0.69,13370,34,433,63,290,1.02,7,0,185,31.4,4105,9.6,113,17,1.9,111,51
680754,4161862,5,0,0.19,59620,9.1,381,1.4,99139,0.26,54,13,71,39,31374,17685,28,22,10141,825,0.66,10492,53,575,19,635,0.81,9.3,0,274,8.6,3291,3.75,80,16,1.6,68,62
680778,4161378,5,0,0.2,54838,7.2,387,1.4,13333.33,0.26,54,13,57,37,28169,16294,27,21,9717,840,0.6,8611,45,523,26,898,0.92,9.2,0,282,8.7,3031,3.75,75,15,1.5,76,54
680349,4160023,5,0,0.24,72325,5.6,494,1.5,57219,0.24,56,12,51,37,29691,25657,30,19,9378,791,0.67,14196,44,863,32,323,0.9,9,0,279,10.7,3113,3.75,71,15,1.5,89,60
679959,4158478,5,0,0.21,71243,9.1,471,1.4,47358,0.26,61,17,80,37,50180,22021,32,18,9580,856,0.61,14904,49,590,40,217,6.5,9.7,0,296,9.7,5176,5.1,142,16,1.7,100,64
679914,4158433,5,0,0.18,69522,7.2,473,1.3,53236,0.24,59,20,81,34,70562,22836,31,16,8524,888,0.66,16445,41,577,50,213,8.1,9,0,349,13.5,6401,14.6,205,15,1.9,117,54
680718,4159025,5,0,0.21,75665,10.9,446,1.3,68176,0.22,58,19,95,39,53259,18247,29,21,11554,816,0.59,15820,53,554,31,199,0.91,11.2,0,380,10,6041,8.3,158,17,1.8,98,73
681026,4160171,5,0,0.25,76515,12.8,586,1.5,43720,0.26,60,18,83,49,49875,28162,31,22,11224,942,0.72,14123,52,940,40,301,1.02,10.8,0,323,11.4,5251,5.2,140,18,1.8,107,75
681005,4160170,5,0,0.23,73914,13.1,493,1.5,49521,0.27,61,18,91,48,55870,22737,32,23,11678,919,0.67,12910,58,723,53,383,1.04,11.1,0,289,11.8,5328,8.5,159,17,1.9,133,74
681108,4159954,5,0,0.23,73384,11,493,1.3,73627,0.24,56,15,72,41,33334,19931,27,25,11358,843,0.69,12761,58,587,23,528,0.82,10.7,0,322,8.6,3669,6.4,84,17,1.6,70,76
680706,4159100,5,0,0.24,74236,11.2,586,1.4,66992,0.25,58,15,52,45,41024,26752,30,18,9203,831,0.62,15653,39,621,41,229,6.7,9.1,0,352,11.3,4333,7.8,117,16,1.6,89,62
680240,4157482,5,0,0.2,77974,8.2,497,1.3,60860,0.23,53,13,42,34,38954,20381,28,15,8398,710,0.67,21379,28,629,31,170,0.91,8.4,0,471,11.7,4659,8.8,114,14,1.5,78,51
679909,4157947,9,1,0.18,61827,4.9,343,1.1,58132,0.22,56,29,129,29,13333.33,14725,33,13,8227,958,0.52,14968,47,561,49,149,0.93,8.4,0,315,20.8,8965,22.8,345,13,2.2,177,44
680260,4157297,5,0,0.2,69535,8.6,441,1.2,56411,0.23,53,18,67,27,66984,21282,30,14,7779,805,0.65,18542,32,617,38,183,0.9,7.7,0,389,10.6,6241,17.9,210,14,1.8,109,46
680513,4157117,6,1,0.23,72079,10.3,556,1.3,48453,0.26,56,18,64,56,52850,22849,29,16,8909,969,0.7,17749,38,653,37,261,0.9,9,0,368,10.9,5345,7.6,161,15,1.7,119,61
681251,4157977,5,0,0.2,71615,8.9,467,1.2,61182,0.24,45,16,56,41,50902,18946,25,15,7978,770,0.65,18735,32,518,29,204,0.92,7.7,0,432,9.1,5032,10,154,12,1.4,104,51
681486,4158279,5,0,0.23,59036,5.9,375,1,53096,0.2,99,32,127,49,13333.33,13925,60,16,9969,1160,0.6,12585,50,516,49,225,0.99,10.2,0,307,11.5,7659,16.6,315,14,2.2,216,42
681585,4158282,6,1,0.27,66085,10.1,460,1.2,62322,0.24,51,21,87,50,66600,18216,28,17,9121,919,0.61,15703,41,533,31,250,1,9.3,0,373,9.5,6076,9.6,204,14,1.8,124,58
680887,4157514,5,0,0.21,72617,11,488,1.3,45852,0.26,59,22,111,50,67858,19200,31,20,10863,1022,1.3,15396,55,639,38,256,1.02,11,0,345,12.2,7025,12.9,209,17,2,132,71
680480,4156627,5,0,0.22,76193,8.9,561,1.3,37042,0.23,67,20,77,47,65448,20914,37,16,9811,1080,1.2,19812,41,808,45,221,0.95,10.3,0,432,12.5,6825,6.3,211,15,1.9,135,63
680740,4156447,5,0,0.21,73949,11.4,567,1.3,54042,0.25,55,17,68,58,52220,22183,29,16,9355,1023,1.2,18284,36,685,44,309,7.7,9.8,0,390,11.4,5723,8.7,160,15,1.7,126,64
680914,4155982,5,0,0.19,82060,9.2,636,1.5,39130,0.24,58,17,57,58,50645,23558,30,16,9575,1102,1.1,20630,34,788,44,293,0.97,10.4,0,458,11.9,5747,6.5,156,16,1.7,130,62
680870,4155531,35,1,0.26,84554,11,628,1.4,30244,0.26,58,18,69,55,60157,22667,31,16,9664,1104,1.1,22122,35,783,43,298,0.82,11,0,494,11.9,6774,3.75,194,16,1.8,135,63
680861,4155635,5,0,0.16,75765,11.2,580,1.3,50222,0.26,56,18,67,43,60241,23554,30,14,8344,988,1.3,20667,32,716,46,237,0.94,9.1,0,442,12.9,6529,13.4,191,15,1.8,118,56
680708,4155316,5,0,0.18,78086,9.1,580,1.3,57480,0.24,53,13,44,47,37012,21531,28,16,9773,851,1.1,20274,33,740,29,283,0.98,9.7,0,458,10.7,4382,6.9,108,15,1.5,95,60
680823,4154134,5,0,0.2,84142,8.5,609,1.4,47861,0.23,52,11,33,37,33950,25567,28,13,7300,776,0.68,24297,23,613,33,249,0.87,7.8,0,528,10.9,4026,5.2,97,13,1.4,79,46
680898,4153064,5,0,0.18,80053,7.7,646,1.5,34967,0.23,48,10,29,41,30693,28442,27,14,7446,717,0.72,19844,21,631,32,232,0.97,8.1,0,394,11,3770,3.75,87,14,1.4,85,57
681113,4153127,5,0,0.22,86607,9.5,707,1.6,29394,0.26,53,13,38,63,37900,27244,28,15,9113,1029,2.2,19085,28,784,43,340,0.94,9.5,0,413,12.1,4529,3.75,108,14,1.5,124,63
681026,4152330,5,0,0.21,76135,6.9,556,1.2,37945,0.27,65,24,96,47,88148,22820,38,13,7746,1007,0.7,21444,34,880,53,288,8,9.1,0,479,14.5,8295,15.8,285,14,2,167,43
684099,4162777,5,0,0.25,72389,17.3,454,1.5,43560,0.28,68,20,108,51,40587,17408,32,32,12008,1150,0.65,6369,81,710,29,910,0.86,13.7,0,227,9.6,4580,3.75,108,22,2.1,90,99
684937,4162611,5,0,0.2,79855,13.8,595,1.8,19059,0.26,77,21,107,68,43404,22951,38,31,11757,1190,1.3,9788,72,1081,29,560,0.89,14.2,0,193,11.5,4933,3.75,116,24,2.2,135,101
681039,4161002,5,0,0.21,81009,17.8,592,1.6,31777,0.26,67,18,94,44,41446,28388,35,25,12512,1127,0.75,13975,62,608,52,343,1,11.9,0,310,11.9,4425,3.75,108,19,1.9,115,80
682937,4161387,5,0,0.22,74118,12.7,517,1.6,33061,0.24,70,20,103,50,40108,22473,32,29,12499,995,0.68,9573,84,632,34,444,0.98,13.2,0,210,10.7,4572,3.75,106,22,2.1,94,91
683216,4160445,5,0,0.2,66269,7.7,491,1.7,63848,0.23,73,13,67,29,46107,31869,39,15,8040,928,0.71,15283,36,780,32,394,0.98,8.1,0,280,19.7,4978,11.8,117,19,2,96,62
683216,4160550,5,0,0.16,81888,10.7,479,3.1,27269,0.25,118,11,55,32,34380,37397,67,19,9680,1332,1.2,11479,44,1160,34,360,0.84,10,0,181,21.6,3828,3.75,73,26,2.3,131,68
683216,4159950,5,0,0.2,77993,10.6,632,2.4,25831,0.28,93,12,51,32,34182,35167,49,17,7511,1451,1.3,17683,40,622,46,462,0.93,8.4,0,193,22.3,3578,3.75,78,20,1.9,117,58
683216,4160438,5,0,0.26,75646,13.2,473,3,28718,0.33,84,15,70,65,34559,29365,45,23,9574,1180,2.8,17304,57,1436,56,613,0.94,10.5,0,196,16.1,4084,3.75,84,23,2.1,211,70
683250,4158544,5,0,0.22,70966,9.9,547,1.5,71603,0.27,60,17,83,49,46180,22198,30,23,12394,1169,0.64,12664,50,849,32,277,0.94,12.2,0,300,10.3,5062,8.7,137,19,1.9,107,76
682398,4159115,5,0,0.2,71947,12.1,504,1.5,69115,0.27,59,15,76,65,37412,21218,31,23,11230,885,0.69,10748,51,678,28,379,0.94,11.1,0,250,10.1,4042,3.75,98,18,1.8,109,77
682550,4158005,6,1,0.23,75402,15.4,749,1.8,43887,0.26,64,17,62,78,54673,34661,32,17,9621,1309,1.7,14881,38,1125,56,558,0.93,10.7,0,281,14.6,5455,9.4,160,18,2,165,73
682320,4157646,5,0,0.24,71030,10.6,639,1.5,79085,0.28,61,14,48,67,39231,26356,31,16,9055,1056,1.4,16016,34,716,42,419,0.94,9.5,0,360,12.5,4483,9.3,113,17,1.7,123,65
682610,4158030,24,1,0.24,69789,11.7,555,1.5,67484,0.28,55,14,66,64,37477,24988,28,20,11280,950,1.1,12709,37,1271,37,2364,0.85,10.9,0,323,12.7,4042,9.1,108,17,1.7,129,63
682670,4157939,5,0,0.22,74519,10.6,575,1.5,71450,0.26,61,17,73,60,43777,23580,30,19,9596,1050,0.74,15845,43,656,40,316,0.9,10.4,0,347,11.8,4925,12.1,127,18,1.8,122,70
682190,4156865,7,1,0.22,65433,12.4,567,1.4,58170,0.26,62,29,139,65,13333.33,25366,34,15,8614,1364,1.7,14792,45,852,73,436,7.4,9.8,0,337,23.9,9110,20,372,16,2.5,221,65
682245,4156789,9,1,0.25,81431,13.4,700,1.6,45012,0.27,59,13,36,62,35774,28991,30,16,8282,1087,1.3,20095,28,707,47,333,0.95,9.5,0,403,13.2,4025,5.5,102,16,1.6,123,60
682250,4155770,5,0,0.19,81210,8.5,568,1.4,45417,0.25,54,18,63,49,57118,22463,28,15,8653,967,1.4,21569,33,675,44,254,0.96,9.7,0,467,12.5,5978,12.3,181,15,1.8,131,56
682135,4155815,5,0,0.24,79759,10.5,668,1.6,37197,0.27,65,16,53,62,46012,30206,33,16,9052,1100,1.5,18673,34,823,49,339,0.92,10.2,0,361,17.1,5253,3.75,133,17,1.8,128,66
682237,4155022,5,0,0.24,84169,10.4,628,1.5,37195,0.26,56,16,52,53,45377,24375,29,16,9314,1023,1.5,21374,32,719,46,298,0.99,10.2,0,456,13.1,5185,6.2,136,15,1.6,125,61
682170,4154267,5,0,0.27,80567,9.9,579,1.4,35779,0.24,52,19,68,49,56560,22067,27,17,9702,950,1.1,20279,37,832,43,247,0.94,10.6,0,445,11.1,6502,8,180,15,1.7,125,63
681995,4153749,5,0,0.15,76323,9.4,597,1.5,46463,0.24,56,15,54,58,48070,26493,31,16,10082,928,1.4,16810,30,908,43,258,1.03,10.1,0,338,13,5306,6.9,142,16,1.7,124,64
682029,4153655,5,0,0.23,79345,10.2,603,1.4,29346,0.24,52,19,66,59,60501,22317,27,16,9671,1114,1.3,19136,38,870,46,216,0.94,10.5,0,396,12.8,7025,7.4,199,15,1.8,141,64
681750,4152814,5,0,0.2,77844,9.2,594,1.4,39257,0.23,46,11,39,62,29445,21179,24,16,7776,691,0.74,19666,32,583,25,239,1.01,7.8,0,389,9.7,3525,3.75,83,13,1.3,71,51
681539,4152339,5,0,0.22,73026,10.7,654,1.5,40775,0.25,47,11,35,47,36406,23939,26,14,7916,729,1.3,16578,22,628,34,250,1,8.4,0,304,12,4150,5.2,104,14,1.4,96,51
684664,4159614,5,0,0.16,62318,9.4,446,1.4,80310,0.27,55,15,86,46,35241,17601,27,24,11501,1044,0.74,9572,57,821,27,1064,0.78,10.6,0,256,8.5,3545,8.4,92,16,1.6,118,60
684484,4157345,10,1,0.18,81389,5.8,596,1.3,53208,0.24,46,9,33,28,33927,24017,27,15,7461,440,0.69,24384,21,933,24,1257,1,7.2,0,537,11.1,3857,7.5,98,11,1.2,89,37
684341,4158129,5,0,0.22,81071,9.3,553,1.4,63852,0.24,55,16,65,43,38333,19949,28,21,10819,851,0.68,20136,46,622,773,280,0.97,10.4,0,437,9.7,4410,7.6,107,16,1.5,93,61
684107,4156878,5,0,0.25,70331,10.3,505,1.4,75318,0.24,54,20,95,49,60405,14741,29,21,9853,859,0.7,14298,51,585,37,277,1.03,10,0,318,9.9,5729,10,186,16,1.8,132,63
684522,4156335,5,0,0.24,64684,13.4,455,1.2,64499,0.23,53,27,135,44,96606,17111,29,20,9975,1056,1.1,12979,59,578,47,351,8.7,9.6,0,295,10,8189,16.8,356,14,2.2,189,58
684456,4156380,6,1,0.2,71236,6.3,536,1.3,56643,0.23,46,13,58,33,42458,22387,25,15,7899,630,0.64,19080,29,779,29,757,0.88,7.6,0,420,10.5,4233,8.9,126,13,1.4,104,47
684791,4155774,5,0,0.17,79589,15.6,585,1.3,65616,0.25,54,18,68,43,59186,23160,29,18,8810,924,1.3,19516,39,552,38,617,0.86,9.5,0,478,11,6233,10.9,196,15,1.7,123,63
684685,4155846,5,0,0.16,76620,7.8,541,1.3,53516,0.23,53,19,91,39,72668,22887,29,16,8386,849,1.1,19851,39,769,43,454,1.04,9,0,448,11,7675,14.2,249,14,1.8,143,56
684819,4155057,5,0,0.23,80177,11.2,476,1.4,46976,0.25,52,18,83,40,50763,19510,27,22,11157,840,0.68,16562,53,596,28,349,1.03,10.8,0,386,9,5880,5.7,150,16,1.7,107,70
684756,4154732,5,0,0.18,80596,17.4,498,1.4,52357,0.25,60,18,95,43,52360,21141,31,22,11221,849,0.68,15830,54,670,34,492,0.95,11.6,0,366,11.7,6010,8.9,151,17,1.9,109,73
685136,4154344,6,1,0.23,74403,12.4,511,1.3,71700,0.28,52,12,60,36,32866,21554,27,19,9389,638,1.2,17134,38,752,24,858,1.03,8.9,0,454,9.2,3869,10.3,87,14,1.4,86,58
683216,4156749,5,0,0.19,76459,13.2,564,1.5,47136,0.28,60,20,93,52,54231,23177,32,22,11164,981,1.3,15265,53,711,42,272,0.91,11.6,0,310,10.8,5553,8.1,155,18,1.9,131,71
683216,4155768,5,0,0.22,81293,9.3,526,1.3,41561,0.25,56,25,113,45,88603,18338,32,16,8856,1005,1.1,21885,42,700,45,193,1.01,9.6,0,482,12.2,7766,13.4,303,14,2,178,51
683216,4155847,5,0,0.17,78242,11.1,514,1.3,66569,0.25,55,19,89,42,62126,20039,31,19,9960,840,0.67,19874,44,669,41,228,0.96,10.1,0,446,12.4,6568,12.2,199,15,1.8,126,60
683216,4154941,5,0,0.21,83856,8.4,507,1.3,49267,0.24,54,19,81,48,64763,19305,30,17,9211,863,0.67,23039,37,726,40,286,1.03,9.4,0,522,11.4,6570,8.5,204,14,1.7,131,51
683216,4154928,11,1,0.23,79360,11.9,528,1.3,57035,0.25,53,20,97,44,58222,18849,28,21,10899,892,0.72,18736,48,730,404,259,0.98,10.7,0,411,9.8,6207,8.4,185,16,1.9,126,73
683216,4154354,5,0,0.21,78425,9,556,1.4,46170,0.2,59,21,87,46,70383,20700,32,17,9418,988,0.67,20160,41,704,44,306,1,9.7,0,421,12.3,7011,12.4,235,15,1.9,149,55
683216,4154023,5,0,0.23,83155,10.7,580,1.4,54263,0.24,54,16,65,40,49337,20885,28,17,9104,824,0.65,22983,38,683,34,251,0.89,9.3,0,490,10.7,5699,8.9,160,14,1.6,112,55
683216,4153975,5,0,0.18,77243,10.8,497,1.2,44733,0.26,48,26,112,39,88662,20864,27,16,9037,1011,0.73,19695,47,667,42,347,8.3,9.8,0,435,18.1,8885,13.2,324,13,2,167,51
683456,4153586,5,0,0.19,83944,10.9,584,1.5,50707,0.24,53,16,59,41,43404,23414,28,20,9662,855,0.72,19926,43,611,32,360,0.83,10.3,0,420,11.8,5187,9.5,127,15,1.6,103,56
683324,4153681,5,0,0.22,82216,8.5,541,1.2,34808,0.23,57,29,114,49,93282,19562,31,18,10720,1130,1.1,20996,47,955,53,252,1.03,11.6,0,474,12.1,10332,7.4,331,15,2.1,184,58
683330,4152433,5,0,0.19,83163,9.6,607,1.4,54321,0.24,52,15,56,49,44508,24310,28,17,8975,832,0.74,21962,34,715,34,265,0.94,9.4,0,464,11.5,5374,10.5,138,15,1.6,105,60
683388,4152805,5,0,0.21,84521,12.3,574,1.6,31244,0.26,55,15,59,57,40978,26060,29,20,10879,873,1.1,16340,41,833,35,437,1,10.4,0,327,11.4,4817,3.75,113,16,1.7,109,68
683432,4153314,6,1,0.24,77958,11.1,550,1.4,49279,0.24,53,21,92,49,66428,23211,28,18,9549,926,0.71,16878,43,781,38,348,1.03,10.5,0,349,12.1,7496,10.1,223,16,1.9,141,67
683292,4153615,5,0,0.21,84469,9.5,641,1.4,42298,0.23,56,21,74,48,63734,22688,30,17,9766,1114,0.71,20553,40,878,43,255,0.97,10.7,0,457,12.8,7482,8.8,214,15,1.8,141,61
683277,4152524,5,0,0.18,84902,11.5,642,1.5,41905,0.23,51,13,50,39,40459,25826,27,18,8546,762,0.69,20426,35,734,31,255,0.99,9.3,0,428,11.5,4946,3.75,121,15,1.6,94,60
684310,4152683,9,1,0.25,91699,11.6,534,1.4,49799,0.26,59,16,67,38,48996,17996,32,19,8774,737,0.71,22722,38,593,33,393,0.98,9.2,0,530,10.6,5639,6.9,152,14,1.6,102,60
684545,4164560,5,0,0.22,75851,12.2,633,1.9,28326,0.29,63,18,58,53,37169,21462,32,21,8792,1089,0.69,11636,56,758,25,389,0.91,9.7,0,232,11,3888,3.75,99,17,1.6,126,83
684971,4164749,5,0,0.18,31163,4.3,215,0.75,13333.33,0.26,27,5,26,38,14806,8884,13,11,5269,442,0.56,3330,23,509,10,716,0.85,4.7,0,275,3.75,1591,5.9,41,11,1.1,43,39
673070,4160551,5,0,0.24,90970,7,529,1.6,26133,0.25,64,18,72,48,47783,18986,33,23,11660,825,0.67,18622,54,945,30,226,0.93,11.9,0,369,11.2,4846,3.75,130,18,1.8,105,92
673138,4160074,5,0,0.19,81691,9.9,485,1.4,32847,0.26,61,20,84,47,54536,17523,30,23,10310,868,0.59,17519,57,714,27,200,0.96,11.7,0,363,9.4,5622,3.75,157,18,1.9,111,87
673317,4159960,5,0,0.2,78674,7.6,456,1.4,37960,0.22,52,16,76,35,39758,16401,26,23,11025,701,0.72,17183,55,650,20,217,0.83,10.7,0,363,7.8,4708,3.75,105,16,1.6,78,72
673961,4159168,5,0,0.18,78325,8.4,437,1.1,42126,0.26,57,27,98,38,91028,14605,30,19,9121,986,0.57,18302,51,662,34,191,0.98,10.5,0,406,8.6,8802,8.1,315,15,2.1,163,72
676155,4157845,5,0,0.22,88306,4.3,497,1.2,36630,0.23,51,18,51,32,57176,16939,28,17,9370,737,0.67,24631,34,841,25,181,0.97,9.7,0,563,8.2,6140,8,177,14,1.6,101,58
